id,name,price,link,source
4857,Form Skyda Heavy duty Black 149L Plastic Nestable Storage trunk,25.00,https://www.diy.com/departments/form-skyda-heavy-duty-black-149l-plastic-nestable-storage-trunk/3663602763505_BQ.prd,bqProducts.csv
4858,Form Skyda Black 111L Plastic Storage trunk & Lid & castors,23.00,https://www.diy.com/departments/form-skyda-black-111l-plastic-storage-trunk-lid-castors/3663602763499_BQ.prd,bqProducts.csv
4793,Form Skyda Black 68L Polypropylene (PP) Storage trunk,21.00,https://www.diy.com/departments/form-skyda-black-68l-polypropylene-pp-storage-trunk/3663602763475_BQ.prd,bqProducts.csv
4860,Form Skyda Black 68L Polypropylene (PP) Storage trunk,21.00,https://www.diy.com/departments/form-skyda-black-68l-polypropylene-pp-storage-trunk/3663602763475_BQ.prd,bqProducts.csv
4859,Form Skyda Black 49L Plastic Storage trunk,18.00,https://www.diy.com/departments/form-skyda-black-49l-plastic-storage-trunk/3663602763451_BQ.prd,bqProducts.csv
1418,"Diall Black Honeycomb Scraper mat, 70cm x 40cm",5.00,https://www.diy.com/departments/diall-black-honeycomb-scraper-mat-70cm-x-40cm/262197_BQ.prd,bqProducts.csv
1429,Abaseen Grey 120x180 cm Door Mat Heavy Duty Indoor Outdoor,32.99,https://www.diy.com/departments/abaseen-grey-120x180-cm-door-mat-heavy-duty-indoor-outdoor/5056533585014_BQ.prd,bqProducts.csv
1415,"Natural Boucle Heavy duty Scraper mat, 60cm x 90cm",16.00,https://www.diy.com/departments/natural-boucle-heavy-duty-scraper-mat-60cm-x-90cm/5014206492823_BQ.prd,bqProducts.csv
1428,"Natural Boucle Heavy duty Scraper mat, 60cm x 90cm",16.00,https://www.diy.com/departments/natural-boucle-heavy-duty-scraper-mat-60cm-x-90cm/5014206492823_BQ.prd,bqProducts.csv
1416,"Colours Harrieta Black & white Diamond Door mat, 75cm x 45cm",12.00,https://www.diy.com/departments/colours-harrieta-black-white-diamond-door-mat-75cm-x-45cm/1350460_BQ.prd,bqProducts.csv
1414,"Grey Plain Barrier mat, 80cm x 50cm",12.50,https://www.diy.com/departments/grey-plain-barrier-mat-80cm-x-50cm/5014206457044_BQ.prd,bqProducts.csv
1420,Cast Iron Combination Outdoor Garden Boot Brush Jack &  Scraper for Garden Gifts,22.00,https://www.diy.com/departments/cast-iron-combination-outdoor-garden-boot-brush-jack-scraper-for-garden-gifts/5060633940307_BQ.prd,bqProducts.csv
1419,"GoodHome Kebir Natural Scraper mat, 40cm x 60cm",5.00,https://www.diy.com/departments/goodhome-kebir-natural-scraper-mat-40cm-x-60cm/5059340473482_BQ.prd,bqProducts.csv
1422,"GoodHome Kebir Natural Scraper mat, 40cm x 60cm",5.00,https://www.diy.com/departments/goodhome-kebir-natural-scraper-mat-40cm-x-60cm/5059340473482_BQ.prd,bqProducts.csv
1425,Abaseen Grey 80x120 cm Door Mat Heavy Duty Indoor Outdoor,17.99,https://www.diy.com/departments/abaseen-grey-80x120-cm-door-mat-heavy-duty-indoor-outdoor/5056533584949_BQ.prd,bqProducts.csv
1426,Abaseen Brown 90x150cm Door Mat Heavy Duty Indoor Outdoor,19.99,https://www.diy.com/departments/abaseen-brown-90x150cm-door-mat-heavy-duty-indoor-outdoor/5056533588015_BQ.prd,bqProducts.csv
1410,Abaseen Brown 60x80 cm Door Mat Heavy Duty Indoor Outdoor,10.00,https://www.diy.com/departments/abaseen-brown-60x80-cm-door-mat-heavy-duty-indoor-outdoor/5056533587919_BQ.prd,bqProducts.csv
5418,Weedol Refill Rapid Weed killer 5L 5kg,20.00,https://www.diy.com/departments/weedol-refill-rapid-weed-killer-5l-5kg/5010272188387_BQ.prd,bqProducts.csv
5420,Resolva Extra Weed killer 3L,17.95,https://www.diy.com/departments/resolva-extra-weed-killer-3l/5023377002045_BQ.prd,bqProducts.csv
5424,Resolva Moss killer 3L,19.95,https://www.diy.com/departments/resolva-moss-killer-3l/5023377002243_BQ.prd,bqProducts.csv
5428,Resolva Xtra tough Weed killer 3L,18.95,https://www.diy.com/departments/resolva-xtra-tough-weed-killer-3l/5023377009464_BQ.prd,bqProducts.csv
5436,Resolva Path & Drive Weed killer 3L,20.00,https://www.diy.com/departments/resolva-path-drive-weed-killer-3l/5023377009235_BQ.prd,bqProducts.csv
5425,Resolva Refill xpress Weed killer 5L,26.00,https://www.diy.com/departments/resolva-refill-xpress-weed-killer-5l/5023377009211_BQ.prd,bqProducts.csv
5432,Resolva Refill xpress Weed killer 5L,26.00,https://www.diy.com/departments/resolva-refill-xpress-weed-killer-5l/5023377009211_BQ.prd,bqProducts.csv
5419,Weedol Lawn Concentrated Weed killer 0.19L 0.22kg,9.95,https://www.diy.com/departments/weedol-lawn-concentrated-weed-killer-0-19l-0-22kg/5010272189384_BQ.prd,bqProducts.csv
5421,Resolva Lawn Concentrated Weed killer 0.5L,11.95,https://www.diy.com/departments/resolva-lawn-concentrated-weed-killer-0-5l/5023377001246_BQ.prd,bqProducts.csv
5426,SBK Systemic Concentrated Weed killer 0.5L,13.00,https://www.diy.com/departments/sbk-systemic-concentrated-weed-killer-0-5l/5012042025007_BQ.prd,bqProducts.csv
5431,Weedol Lawn Concentrated Weed killer 0.19L 0.22kg,9.95,https://www.diy.com/departments/weedol-lawn-concentrated-weed-killer-0-19l-0-22kg/5010272189384_BQ.prd,bqProducts.csv
5413,Resolva Weed killer 1L,5.95,https://www.diy.com/departments/resolva-weed-killer-1l/1357716_BQ.prd,bqProducts.csv
5416,Resolva xpress Weed killer 1L,5.95,https://www.diy.com/departments/resolva-xpress-weed-killer-1l/5023377013881_BQ.prd,bqProducts.csv
5430,Resolva Path & Drive Weed killer 3L,20.00,https://www.diy.com/departments/resolva-path-drive-weed-killer-3l/5023377009235_BQ.prd,bqProducts.csv
5417,Weedol Lawn Concentrated Weed killer 0.19L 0.22kg,9.95,https://www.diy.com/departments/weedol-lawn-concentrated-weed-killer-0-19l-0-22kg/5010272189384_BQ.prd,bqProducts.csv
5415,SBK Weed control Concentrated Tree stump killer 0.25L 0.25kg,8.00,https://www.diy.com/departments/sbk-weed-control-concentrated-tree-stump-killer-0-25l-0-25kg/5012042021276_BQ.prd,bqProducts.csv
5435,SBK Weed control Concentrated Tree stump killer 0.25L 0.25kg,8.00,https://www.diy.com/departments/sbk-weed-control-concentrated-tree-stump-killer-0-25l-0-25kg/5012042021276_BQ.prd,bqProducts.csv
5414,Resolva Weed preventer 2.5kg,4.00,https://www.diy.com/departments/resolva-weed-preventer-2-5kg/5023377009242_BQ.prd,bqProducts.csv
5434,Weedol Lawn Weed killer 3L 3kg,16.95,https://www.diy.com/departments/weedol-lawn-weed-killer-3l-3kg/5010272189360_BQ.prd,bqProducts.csv
5427,Verve Rapid action Weed killer 3L,11.95,https://www.diy.com/departments/verve-rapid-action-weed-killer-3l/3663602482451_BQ.prd,bqProducts.csv
5429,Weedol Lawn Weed killer 1L 1.01kg,5.95,https://www.diy.com/departments/weedol-lawn-weed-killer-1l-1-01kg/5010272189346_BQ.prd,bqProducts.csv
5433,Resolva Weed killer 1L,5.95,https://www.diy.com/departments/resolva-weed-killer-1l/1357716_BQ.prd,bqProducts.csv
4933,Frogtape Green Masking Tape (L)41.1m (W)24mm,5.58,https://www.diy.com/departments/frogtape-green-masking-tape-l-41-1m-w-24mm/109488_BQ.prd,bqProducts.csv
4943,Frogtape Orange Masking Tape (L)41.1m (W)24mm,5.54,https://www.diy.com/departments/frogtape-orange-masking-tape-l-41-1m-w-24mm/909838_BQ.prd,bqProducts.csv
4944,Frogtape Yellow Masking Tape (L)41.1m (W)24mm,5.54,https://www.diy.com/departments/frogtape-yellow-masking-tape-l-41-1m-w-24mm/152707_BQ.prd,bqProducts.csv
4935,"Diall Beige Masking Tape (L)50m (W)48mm, Pack of 3",8.50,https://www.diy.com/departments/diall-beige-masking-tape-l-50m-w-48mm-pack-of-3/5036581094133_BQ.prd,bqProducts.csv
4936,Frogtape Green Masking Tape (L)41.1m (W)36mm,6.68,https://www.diy.com/departments/frogtape-green-masking-tape-l-41-1m-w-36mm/109489_BQ.prd,bqProducts.csv
4938,Frogtape Yellow Masking Tape (L)41.1m (W)36mm,6.64,https://www.diy.com/departments/frogtape-yellow-masking-tape-l-41-1m-w-36mm/152706_BQ.prd,bqProducts.csv
4934,Diall Beige Masking Tape (L)50m (W)48mm,3.70,https://www.diy.com/departments/diall-beige-masking-tape-l-50m-w-48mm/1718562_BQ.prd,bqProducts.csv
