id,name,image,description,category,sub_category,main_category,top_seller,price
1,"MyWorktop 20mm Aurora Satin White Marble effect Kitchen Worktop, (L)2200mm",https://media.diy.com/is/image/Kingfisher/myworktop-20mm-aurora-satin-white-marble-effect-kitchen-worktop-l-2200mm~8801000500000_01c_bq?$MOB_PREV$&$width=500&$height=500,The Aurora worktop has a beautiful white marble effect and is ideal for creating a modern kitchen. Combine with the Aurora white upstand to complete the look.,Kitchen worktops,kitchen,kitchen_bathroom,0,597.0
2,"HI-MACS 20mm Matt Chamomile Stone effect Acrylic Square edge Kitchen Worktop, (L)2200mm",https://media.diy.com/is/image/Kingfisher/hi-macs-20mm-matt-chamomile-stone-effect-acrylic-square-edge-kitchen-worktop-l-2200mm~8801000042999_01c_BQ?$MOB_PREV$&$width=500&$height=500,"This chamomile cream stone effect worktop from HI-MACS® is designed to be functional and easy to maintain. There are a wide range of options to suit your style and home, they also compliment the GoodHome doors and accessories that are available, making it easier than ever to create your own individual space. This HI-MACS® worktop has a luxurious feel and can be easily installed and maintained. It is waterproof, durable and easy to maintain. This new product allows for design freedom and takes away the need for templating and factory fabrication, which also has the additional benefit of saving time and cost",Kitchen worktops,kitchen,kitchen_bathroom,0,548.0
3,"HI-MACS 20mm Matt Diamond white Stone effect Acrylic Square edge Kitchen Worktop, (L)2200mm",https://media.diy.com/is/image/Kingfisher/hi-macs-20mm-matt-diamond-white-stone-effect-acrylic-square-edge-kitchen-worktop-l-2200mm~8801000042982_01c_BQ?$MOB_PREV$&$width=500&$height=500,"This diamond white stone effect worktop from HI-MACS® is designed to be functional and easy to maintain. There are a wide range of options to suit your style and home, they also compliment the GoodHome doors and accessories that are available, making it easier than ever to create your own individual space. This HI-MACS® worktop has a luxurious feel and can be easily installed and maintained. It is waterproof, durable and easy to maintain. This new product allows for design freedom and takes away the need for templating and factory fabrication, which also has the additional benefit of saving time and cost",Kitchen worktops,kitchen,kitchen_bathroom,0,548.0
4,"Wintaplas Smart adhesives Orange Frostproofer, 5L Plastic jerry can",https://media.diy.com/is/image/Kingfisher/wintaplas-smart-adhesives-orange-frostproofer-5l-plastic-jerry-can~5011734010628_01c_bq?$MOB_PREV$&$width=500&$height=500,"Bostik Frostproofer & Accelerator accelerates the setting of mortar mixes year round but particularly in cold weather and during the winter months. It also plasticises the mix to improve workability and is ideal for bricklaying, rendering, blockwork and mortars containing embedded metal. Plasticises and accelerates setting time of mortar mixes. Chloride free, ideal for mortars with embedded metal. Ideal for Winter & cold weather use",Additives & chemicals,building_supplies,building_hardware,0,8.45
5,"Sika Latex SBR White Specialist building primer, 5L, 5.2kg",https://media.diy.com/is/image/Kingfisher/sika-latex-sbr-white-specialist-building-primer-5l-5-2kg~5055492703040_02c?$MOB_PREV$&$width=500&$height=500,"This latex-based, water resistant bonding agent & admixture from Sika is suitable for use in areas which will be subject to high levels of humidity, dampness and continuous water contact. Improves water resistance of cement mixtures by forming a reinforcing polymer that increases long term durability and flexibility of the mix on renderings and floor screeds. Uses include: As an admixture for mortar/screeds/renders, as a bonding agent for screeds/renders, as a primer/sealer in tiling applications & as a flexibiliser for cementitious-based tile adhesive when tiling on wooden/asphalt floors. Excellent resistance to water and water vapourA high level of resistance to salt permeation. Reduced water:cement ratio for equivalent workability. Improved frost resistance & freeze thaw stable",Additives & chemicals,building_supplies,building_hardware,0,35.0
6,"Blue Circle Hydrated lime, 25kg Bag",https://media.diy.com/is/image/Kingfisher/blue-circle-hydrated-lime-25kg-bag~5018719500099_08c?$MOB_PREV$&$width=500&$height=500,"Blue Circle Hydralime is a hydrated lime used for increased plasticity & cohesiveness in cement, mortars & renders. Preparation: 1 part Portland cement, 1 part hydralime & 5 to 6 parts sand. Blue Circle Hydralime is a hydrated lime used for increased plasticity & cohesiveness in cement, mortars & renders. Fine, white, dry powder which lightens and brightens mortarsA high calcium, non hydraulic, hydrated lime. Makes floating renders and pointing mortars easier. Hydralime can be used for traditional nominal mixes for mortars and renders in conjunction with standard Portland based cements or in lime-washes without cement",Additives & chemicals,building_supplies,building_hardware,1,17.42
7,"Sika Clear Masonry waterproofer, 5L Jerry can",https://media.diy.com/is/image/Kingfisher/sika-clear-masonry-waterproofer-5l-jerry-can~5055492702975_02c?$MOB_PREV$&$width=500&$height=500,This ready to use Sikagard facade from Sika is a water based impregnation emulsion. Sikagard Facade makes walls and facades water repellent and provides long lasting protection against water ingress. Strong water repellent capability. Water-based and environmental friendly.,Additives & chemicals,building_supplies,building_hardware,0,22.0
8,Sika Sikacem White PVA primer & sealer 5L,https://media.diy.com/is/image/Kingfisher/sika-sikacem-white-pva-primer-sealer-5l~5055492703033_02c?$MOB_PREV$&$width=500&$height=500,"This SikaCem® PVA is a water based, multi purpose, economic adhesive, sealer and mortar admixture.",Additives & chemicals,building_supplies,building_hardware,0,45.0
9,"Bostik Smart adhesives Dark brown Mortar plasticiser, 5L Plastic jerry can",https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-dark-brown-mortar-plasticiser-5l-plastic-jerry-can~5011734021389_01c_bq?$MOB_PREV$&$width=500&$height=500,Bostik Mortar Plasticiser improves the workability of mortar without the addition of lime. It helps reduce grittiness to provide a smooth mortar with improved durability and protection against frost. It also reduces the water content of the mortar. Improves workability and durability of mortar. Reduces water content of mortar.,Additives & chemicals,building_supplies,building_hardware,0,6.5
10,"Bostik Frostproofer, 1L Jerry can",https://media.diy.com/is/image/Kingfisher/bostik-frostproofer-1l-jerry-can~5010591004160_01bq?$MOB_PREV$&$width=500&$height=500,"Accelerates setting times in cold conditions, making it particularly effective at improving the workability concrete and mortar.",Additives & chemicals,building_supplies,building_hardware,0,4.82
11,"Sandtex Stabilising solution, 2.5L Tub",https://media.diy.com/is/image/Kingfisher/sandtex-stabilising-solution-2-5l-tub~5010131363764_08c_bq?$MOB_PREV$&$width=500&$height=500,"Ideal for heavy duty cleaning, this 2.5L stabilising solution from Sandtex is great for domestic cleaning on exterior walls, paths & patios.",Additives & chemicals,building_supplies,building_hardware,0,22.0
12,"Bostik Cementone Yellow Waterproofing & air entraining admixture, 5L Plastic jerry can 5.59kg",https://media.diy.com/is/image/Kingfisher/bostik-cementone-yellow-waterproofing-air-entraining-admixture-5l-plastic-jerry-can-5-59kg~5011734001268_01c_bq?$MOB_PREV$&$width=500&$height=500,"Bostik Accelerator & Frostproofer accelerates the setting of mortar mixes year-round but particularly in cold weather and during the winter months. It also plasticises the mix to improve workability and is ideal for bricklaying, rendering, blockwork and mortars containing embedded metal. Plasticises and accelerates setting time of mortar mixes. Chloride-free, ideal for mortars with embedded metal. Ideal for Winter & cold weather use.",Additives & chemicals,building_supplies,building_hardware,0,11.4
13,"Bostik Smart adhesives Orange Waterproofing & air entraining admixture, 5L Plastic jerry can",https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-orange-waterproofing-air-entraining-admixture-5l-plastic-jerry-can~5011734001367_01c_bq?$MOB_PREV$&$width=500&$height=500,"This waterproofer & retarder provides protection against driving rain and damp conditions, and extends the mix setting time to allow larger areas to be worked in a single application. It also improves the workability of the mortar and has been specifically designed to be used in pebble dashing & rendering and general above ground waterproofing work. Retarder, waterproofer and plasticiser. Slows setting time of mortar - ideal for large areas. Reduces water penetration of mortar. Makes mortar easier to work",Additives & chemicals,building_supplies,building_hardware,0,8.44
14,"One Coat Damp Seal White Waterproofer, 2.5L Tin, 2.5L",https://media.diy.com/is/image/Kingfisher/one-coat-damp-seal-white-waterproofer-2-5l-tin-2-5l~5010214869589_02c_bq?$MOB_PREV$&$width=500&$height=500,"Ronseal Damp Seal is ideal for covering damp, water & other household stains, and is a must have purchase for any redecorating project around the interior of your home. It dries in 4 hours and comes in an easily storable tin can. As it's paintable, it's ideal for colour matching to your existing decor. Ready to paint over in 4 hours.",Additives & chemicals,building_supplies,building_hardware,0,40.0
15,"Ronseal White Waterproof sealing compound, 0.4L Tin",https://media.diy.com/is/image/Kingfisher/ronseal-white-waterproof-sealing-compound-0-4l-tin~5010214869596_02c?$MOB_PREV$&$width=500&$height=500,"This 400ml damp seal from Ronseal is ideal for covering damp, water & other household stains, and is a must have purchase for any redecorating project around the interior of your home. It dries in 10 minutes and comes in an easily storable tin can. This aerosol damp seal permanently blocks damp stains, preventing damage to your top coat. It dries in just 10 minutes for a quicker job and because there are no brushes to clean up when you're finished, sealing your walls couldn't be easier. Can be applied directly to damp walls and ceilings. Quick drying2-3 coats required, recoat in 10 minutes.",Additives & chemicals,building_supplies,building_hardware,0,12.0
16,Bostik Grey Tanking slurry Bag,https://media.diy.com/is/image/Kingfisher/bostik-grey-tanking-slurry-bag~5010591540170_01c_bq?$MOB_PREV$&$width=500&$height=500,"Bostik Tanking Slurry is a breathable, waterproof coating for sound internal brickwork, concrete and stone. It resists positive and negative water pressure and is water vapour permeable. Waterproof coating for brickwork, concrete & stone. Resists positive and negative water pressure. Waterproof",Additives & chemicals,building_supplies,building_hardware,0,39.0
17,"Tarmac Edging & jointing spray, 0.15L Aerosol",https://media.diy.com/is/image/Kingfisher/tarmac-edging-jointing-spray-0-15l-aerosol~5030349010595_02c?$MOB_PREV$&$width=500&$height=500,Improving bond. Seals cracks instantly,Additives & chemicals,building_supplies,building_hardware,0,8.19
18,Bostik Red Powder colour Tub,https://media.diy.com/is/image/Kingfisher/bostik-red-powder-colour-tub~5010591004207_01i_BQ?$MOB_PREV$&$width=500&$height=500,"Wear suitable protective clothing, gloves and goggles when using this product. Suitable for concrete, mortar, renders (e.g. walls, swimming pools) & flooring (sand/cement screeds & granolithic floor)Does not affect the performance of mix.",Additives & chemicals,building_supplies,building_hardware,0,10.4
19,Bostik White Concrete fibres Bag,https://media.diy.com/is/image/Kingfisher/bostik-white-concrete-fibres-bag~5010591006041_01bq?$MOB_PREV$&$width=500&$height=500,"Can be used with mortar, floor slabs, hard standing, pathways & driveways.",Additives & chemicals,building_supplies,building_hardware,0,30.0
20,"Bostik Cement colours Black Liquid colour, 1L Plastic jerry can",https://media.diy.com/is/image/Kingfisher/bostik-cement-colours-black-liquid-colour-1l-plastic-jerry-can~5000403110356_01c_bq?$MOB_PREV$&$width=500&$height=500,"Bostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.",Additives & chemicals,building_supplies,building_hardware,0,11.09
21,Bostik White Concrete fibres Bag,https://media.diy.com/is/image/Kingfisher/bostik-white-concrete-fibres-bag~5010591006041_01bq?$MOB_PREV$&$width=500&$height=500,"This product is formulated to reduce cracking and shrinkage in mortar & concrete. Can be used with mortar, floor slabs, hard standing, pathways & driveways. Enough for 250kg of mortar or concrete. Minimises cracking and shrinkage",Additives & chemicals,building_supplies,building_hardware,0,30.0
22,"Bostik Black Waterproofer, 2.5L Metal container",https://media.diy.com/is/image/Kingfisher/bostik-black-waterproofer-2-5l-metal-container~5021523217039_01c_bq?$MOB_PREV$&$width=500&$height=500,"Not CE marked. Bostik Bituminous Black Paint is a solvent-based protective coating for external waterproofing and weather protection of ferrous and non-ferrous metals, concrete, roofing felt, fibre cement, corrugated iron, asphalt and wood. Weather protection for metalwork and roofs. For wood, metal, roofing felt & cement.",Additives & chemicals,building_supplies,building_hardware,0,17.34
23,Bostik Cementone Green Walls Plasterer's stabilising primer,https://media.diy.com/is/image/Kingfisher/bostik-cementone-stabilising-primer-5l-tub~5010591365933_02c?$MOB_PREV$&$width=500&$height=500,Primes & stabilises problem surfaces on previously plastered walls. Primes and stabilises problem surfaces on previously plastered walls.,Additives & chemicals,building_supplies,building_hardware,0,35.0
24,"Polycell Primer, 2.5L Tub",https://media.diy.com/is/image/Kingfisher/polycell-primer-2-5l-tub~5010212550694_07c_bq?$MOB_PREV$&$width=500&$height=500,"Ideal for heavy duty cleaning, this 2.5L primer from Polycell is great for sealing, stabilising & preparing flaky, powdery or absorbent surfaces, providing a sound foundation that's ready to paint on exterior walls & ceilings. Applied with a roller & masking tape leaving a professional finish, once dried.",Additives & chemicals,building_supplies,building_hardware,0,27.0
25,"Bostik Smart adhesives Dark brown Concentrated mortar plasticiser, 1L Plastic bottle",https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-dark-brown-concentrated-mortar-plasticiser-1l-plastic-bottle~5000403109862_01c_bq?$MOB_PREV$&$width=500&$height=500,"Bostik Concentrated Mortar Plasticiser improves the workability and freeze thaw resistance of mortar without the addition of lime. It's suitable for use in mortars for bricklaying, pointing, blockwork and rendering. Improves the workability and freeze/thaw resistance of mortars without adding lime.",Additives & chemicals,building_supplies,building_hardware,0,11.7
26,"Bostik Cement colours Red Liquid colour, 1L Plastic jerry can",https://media.diy.com/is/image/Kingfisher/bostik-cement-colours-red-liquid-colour-1l-plastic-jerry-can~5000403110363_01c_bq?$MOB_PREV$&$width=500&$height=500,"Bostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.",Additives & chemicals,building_supplies,building_hardware,0,8.53
27,"Gyproc Magnolia Drywall primer, 10L Tub",https://media.diy.com/is/image/Kingfisher/gyproc-magnolia-drywall-primer-10l-tub~5015341090769_02c_bq?$MOB_PREV$&$width=500&$height=500,Priming before applying plaster,Additives & chemicals,building_supplies,building_hardware,0,83.0
